,gene_name,ribosomal_subunit
ENSG00000100258,LMF2,False
ENSG00000100266,PACSIN2,False
ENSG00000100271,TTLL1,False
ENSG00000100276,RASL10A,False
ENSG00000100280,AP1B1,False
ENSG00000100281,HMGXB4,False
ENSG00000100284,TOM1,False
ENSG00000100285,NEFH,False
ENSG00000100288,CHKB,False
ENSG00000100290,BIK,False
ENSG00000100292,HMOX1,False
ENSG00000100294,MCAT,False
ENSG00000100296,THOC5,False
ENSG00000100297,MCM5,False
ENSG00000100298,APOBEC3H,False
ENSG00000100299,ARSA,False
ENSG00000100300,TSPO,False
ENSG00000100302,RASD2,False
ENSG00000100304,TTLL12,False
ENSG00000100307,CBX7,False
ENSG00000100311,PDGFB,False
ENSG00000100312,ACR,False
ENSG00000100314,CABP7,False
ENSG00000100316,RPL3,True
ENSG00000100319,ZMAT5,False
ENSG00000100320,RBFOX2,False
ENSG00000100321,SYNGR1,False
ENSG00000100324,TAB1,False
ENSG00000100325,ASCC2,False
ENSG00000100330,MTMR3,False
ENSG00000100335,MIEF1,False
ENSG00000100336,APOL4,False
ENSG00000100342,APOL1,False
ENSG00000100344,PNPLA3,False
ENSG00000100345,MYH9,False
ENSG00000100346,CACNA1I,False
ENSG00000100347,SAMM50,False
ENSG00000100348,TXN2,False
ENSG00000100350,FOXRED2,False
ENSG00000100351,GRAP2,False
ENSG00000100353,EIF3D,False
ENSG00000100354,TNRC6B,False
ENSG00000100359,SGSM3,False
ENSG00000100360,IFT27,False
ENSG00000100362,PVALB,False
ENSG00000100364,KIAA0930,False
ENSG00000100365,NCF4,False
ENSG00000100368,CSF2RB,False
ENSG00000100372,SLC25A17,False
ENSG00000100373,UPK3A,False
ENSG00000100376,FAM118A,False
ENSG00000100379,KCTD17,False
ENSG00000100380,ST13,False
ENSG00000100385,IL2RB,False
ENSG00000100387,RBX1,False
ENSG00000100393,EP300,False
ENSG00000100395,L3MBTL2,False
ENSG00000100399,CHADL,False
ENSG00000100401,RANGAP1,False
ENSG00000100403,ZC3H7B,False
ENSG00000100410,PHF5A,False
ENSG00000100412,ACO2,False
ENSG00000100413,POLR3H,False
ENSG00000100416,TRMU,False
ENSG00000100417,PMM1,False
ENSG00000100418,DESI1,False
ENSG00000100422,CERK,False
ENSG00000100425,BRD1,False
ENSG00000100426,ZBED4,False
ENSG00000100427,MLC1,False
ENSG00000100429,HDAC10,False
ENSG00000100433,KCNK10,False
ENSG00000100439,ABHD4,False
ENSG00000100441,KHNYN,False
ENSG00000100442,FKBP3,False
ENSG00000100445,SDR39U1,False
ENSG00000100448,CTSG,False
ENSG00000100450,GZMH,False
ENSG00000100453,GZMB,False
ENSG00000100461,RBM23,False
ENSG00000100462,PRMT5,False
ENSG00000100473,COCH,False
ENSG00000100478,AP4S1,False
ENSG00000100479,POLE2,False
ENSG00000100483,VCPKMT,False
ENSG00000100485,SOS2,False
ENSG00000100490,CDKL1,False
ENSG00000100503,NIN,False
ENSG00000100504,PYGL,False
ENSG00000100505,TRIM9,False
ENSG00000100519,PSMC6,False
ENSG00000100522,GNPNAT1,False
ENSG00000100523,DDHD1,False
ENSG00000100526,CDKN3,False
ENSG00000100528,CNIH1,False
ENSG00000100532,CGRRF1,False
ENSG00000100554,ATP6V1D,False
ENSG00000100557,C14orf105,False
ENSG00000100558,PLEK2,False
ENSG00000100564,PIGH,False
ENSG00000100565,LRRC74A,False
ENSG00000100567,PSMA3,False
ENSG00000100568,VTI1B,False
ENSG00000100575,TIMM9,False
ENSG00000100577,GSTZ1,False
ENSG00000100578,KIAA0586,False
ENSG00000100580,TMED8,False
ENSG00000100583,SAMD15,False
ENSG00000100591,AHSA1,False
ENSG00000100592,DAAM1,False
ENSG00000100593,ISM2,False
ENSG00000100596,SPTLC2,False
ENSG00000100599,RIN3,False
ENSG00000100600,LGMN,False
ENSG00000100601,ALKBH1,False
ENSG00000100603,SNW1,False
ENSG00000100604,CHGA,False
ENSG00000100605,ITPK1,False
ENSG00000100612,DHRS7,False
ENSG00000100614,PPM1A,False
ENSG00000100625,SIX4,False
ENSG00000100626,GALNT16,False
ENSG00000100628,ASB2,False
ENSG00000100629,CEP128,False
ENSG00000100632,ERH,False
ENSG00000100644,HIF1A,False
ENSG00000100647,KIAA0247,False
ENSG00000100650,SRSF5,False
ENSG00000100652,SLC10A1,False
ENSG00000100664,EIF5,False
ENSG00000100678,SLC8A3,False
ENSG00000100697,DICER1,False
ENSG00000100711,ZFYVE21,False
ENSG00000100714,MTHFD1,False
ENSG00000100721,TCL1A,False
ENSG00000100722,ZC3H14,False
ENSG00000100726,TELO2,False
ENSG00000100731,PCNX,False
ENSG00000100739,BDKRB1,False
ENSG00000100744,GSKIP,False
ENSG00000100749,VRK1,False
ENSG00000100764,PSMC1,False
ENSG00000100767,PAPLN,False
ENSG00000100784,RPS6KA5,True
ENSG00000100796,SMEK1,False
ENSG00000100802,C14orf93,False
ENSG00000100804,PSMB5,False
ENSG00000100811,YY1,False
ENSG00000100813,ACIN1,False
ENSG00000100814,CCNB1IP1,False
ENSG00000100815,TRIP11,False
ENSG00000100823,APEX1,False
ENSG00000100836,PABPN1,False
ENSG00000100842,EFS,False
ENSG00000100852,ARHGAP5,False
ENSG00000100865,CINP,False
ENSG00000100867,DHRS2,False
ENSG00000100883,SRP54,False
ENSG00000100884,CPNE6,False
ENSG00000100888,CHD8,False
ENSG00000100889,PCK2,False
ENSG00000100890,KIAA0391,False
ENSG00000100897,DCAF11,False
ENSG00000100902,PSMA6,False
ENSG00000100906,NFKBIA,False
ENSG00000100908,EMC9,False
ENSG00000100911,PSME2,False
ENSG00000100916,BRMS1L,False
ENSG00000100918,REC8,False
ENSG00000100926,TM9SF1,False
ENSG00000100934,SEC23A,False
ENSG00000100938,GMPR2,False
ENSG00000100941,PNN,False
ENSG00000100949,RABGGTA,False
ENSG00000100968,NFATC4,False
ENSG00000100979,PLTP,False
ENSG00000100982,PCIF1,False
ENSG00000100983,GSS,False
ENSG00000100985,MMP9,False
ENSG00000100987,VSX1,False
ENSG00000100991,TRPC4AP,False
ENSG00000100994,PYGB,False
ENSG00000100997,ABHD12,False
ENSG00000101000,PROCR,False
ENSG00000101003,GINS1,False
ENSG00000101004,NINL,False
ENSG00000101017,CD40,False
ENSG00000101019,UQCC1,False
ENSG00000101040,ZMYND8,False
ENSG00000101049,SGK2,False
ENSG00000101052,IFT52,False
ENSG00000101057,MYBL2,False
ENSG00000101076,HNF4A,False
ENSG00000101079,NDRG3,False
ENSG00000101082,SLA2,False
ENSG00000101084,C20orf24,False
ENSG00000101096,NFATC2,False
ENSG00000101098,RIMS4,False
ENSG00000101104,PABPC1L,False
ENSG00000101109,STK4,False
ENSG00000101115,SALL4,False
ENSG00000101126,ADNP,False
ENSG00000101132,PFDN4,False
ENSG00000101134,DOK5,False
ENSG00000101138,CSTF1,False
ENSG00000101144,BMP7,False
ENSG00000101146,RAE1,False
ENSG00000101150,TPD52L2,False
ENSG00000101152,DNAJC5,False
ENSG00000101158,NELFCD,False
ENSG00000101160,CTSZ,False
ENSG00000101161,PRPF6,False
ENSG00000101162,TUBB1,False
ENSG00000101166,SLMO2,False
ENSG00000101180,HRH3,False
ENSG00000101181,MTG2,False
ENSG00000101182,PSMA7,False
ENSG00000101187,SLCO4A1,False
ENSG00000101188,NTSR1,False
ENSG00000101189,MRGBP,False
ENSG00000101190,TCFL5,False
ENSG00000101191,DIDO1,False
ENSG00000101193,GID8,False
ENSG00000101194,SLC17A9,False
ENSG00000101198,NKAIN4,False
ENSG00000101199,ARFGAP1,False
ENSG00000101203,COL20A1,False
ENSG00000101204,CHRNA4,False
ENSG00000101210,EEF1A2,False
ENSG00000101213,PTK6,False
ENSG00000101216,GMEB2,False
ENSG00000101220,C20orf27,False
ENSG00000101222,SPEF1,False
ENSG00000101224,CDC25B,False
ENSG00000101230,ISM1,False
ENSG00000101236,RNF24,False
ENSG00000101246,ARFRP1,False
ENSG00000101247,NDUFAF5,False
ENSG00000101251,SEL1L2,False
ENSG00000101255,TRIB3,False
ENSG00000101265,RASSF2,False
ENSG00000101266,CSNK2A1,False
ENSG00000101276,SLC52A3,False
ENSG00000101280,ANGPT4,False
ENSG00000101282,RSPO4,False
ENSG00000101290,CDS2,False
ENSG00000101294,HM13,False
ENSG00000101298,SNPH,False
ENSG00000101306,MYLK2,False
ENSG00000101307,SIRPB1,False
ENSG00000101310,SEC23B,False
ENSG00000101311,FERMT1,False
ENSG00000101323,HAO1,False
ENSG00000101327,PDYN,False
ENSG00000101331,CCM2L,False
ENSG00000101333,PLCB4,False
ENSG00000101335,MYL9,False
ENSG00000101336,HCK,False
ENSG00000101337,TM9SF4,False
ENSG00000101343,CRNKL1,False
ENSG00000101346,POFUT1,False
ENSG00000101347,SAMHD1,False
ENSG00000101349,PAK7,False
ENSG00000101350,KIF3B,False
ENSG00000101353,MROH8,False
ENSG00000101361,NOP56,False
ENSG00000101363,MANBAL,False
ENSG00000101365,IDH3B,False
ENSG00000101367,MAPRE1,False
ENSG00000101384,JAG1,False
ENSG00000101391,CDK5RAP1,False
ENSG00000101400,SNTA1,False
ENSG00000101405,OXT,False
ENSG00000101407,TTI1,False
ENSG00000101412,E2F1,False
ENSG00000101413,RPRD1B,False
ENSG00000101417,PXMP4,False
ENSG00000101421,CHMP4B,False
ENSG00000101425,BPI,False
ENSG00000101435,CST9L,False
ENSG00000101438,SLC32A1,False
ENSG00000101439,CST3,False
ENSG00000101440,ASIP,False
ENSG00000101442,ACTR5,False
ENSG00000101443,WFDC2,False
ENSG00000101444,AHCY,False
ENSG00000101445,PPP1R16B,False
ENSG00000101446,SPINT3,False
ENSG00000101447,FAM83D,False
ENSG00000101448,EPPIN,False
ENSG00000101452,DHX35,False
ENSG00000101457,DNTTIP1,False
ENSG00000101460,MAP1LC3A,False
ENSG00000101463,SYNDIG1,False
ENSG00000101464,PIGU,False
ENSG00000101470,TNNC2,False
ENSG00000101473,ACOT8,False
ENSG00000101474,APMAP,False
ENSG00000101489,CELF4,False
ENSG00000101493,ZNF516,False
ENSG00000101542,CDH20,False
ENSG00000101544,ADNP2,False
ENSG00000101546,RBFA,False
ENSG00000101557,USP14,False
ENSG00000101558,VAPA,False
ENSG00000101574,METTL4,False
ENSG00000101577,LPIN2,False
ENSG00000101596,SMCHD1,False
ENSG00000101605,MYOM1,False
ENSG00000101608,MYL12A,False
ENSG00000101624,CEP76,False
ENSG00000101638,ST8SIA5,False
ENSG00000101639,CEP192,False
ENSG00000101654,RNMT,False
ENSG00000101665,SMAD7,False
ENSG00000101670,LIPG,False
ENSG00000101680,LAMA1,False
ENSG00000101695,RNF125,False
ENSG00000101745,ANKRD12,False
ENSG00000101746,NOL4,False
ENSG00000101751,POLI,False
ENSG00000101752,MIB1,False
ENSG00000101773,RBBP8,False
ENSG00000101782,RIOK3,False
ENSG00000101811,CSTF2,False
ENSG00000101812,H2BFM,False
ENSG00000101825,MXRA5,False
ENSG00000101842,VSIG1,False
ENSG00000101843,PSMD10,False
ENSG00000101844,ATG4A,False
ENSG00000101846,STS,False
ENSG00000101849,TBL1X,False
ENSG00000101850,GPR143,False
ENSG00000101856,PGRMC1,False
ENSG00000101868,POLA1,False
ENSG00000101871,MID1,False
ENSG00000101882,NKAP,False
ENSG00000101883,RHOXF1,False
ENSG00000101888,NXT2,False
ENSG00000101892,ATP1B4,False
ENSG00000101901,ALG13,False
ENSG00000101911,PRPS2,False
ENSG00000101916,TLR8,False
ENSG00000101928,MOSPD1,False
ENSG00000101935,AMMECR1,False
ENSG00000101938,CHRDL1,False
ENSG00000101940,WDR13,False
ENSG00000101945,SUV39H1,False
ENSG00000101951,PAGE4,False
ENSG00000101955,SRPX,False
ENSG00000101958,GLRA2,False
ENSG00000101966,XIAP,False
ENSG00000101972,STAG2,False
ENSG00000101974,ATP11C,False
ENSG00000101977,MCF2,False
ENSG00000101981,F9,False
ENSG00000101986,ABCD1,False
ENSG00000101997,CCDC22,False
ENSG00000102001,CACNA1F,False
ENSG00000102003,SYP,False
ENSG00000102007,PLP2,False
ENSG00000102010,BMX,False
ENSG00000102021,LUZP4,False
ENSG00000102024,PLS3,False
ENSG00000102030,NAA10,False
ENSG00000102032,RENBP,False
ENSG00000102034,ELF4,False
ENSG00000102038,SMARCA1,False
ENSG00000102043,MTMR8,False
ENSG00000102048,ASB9,False
ENSG00000102053,ZC3H12B,False
ENSG00000102054,RBBP7,False
ENSG00000102057,KCND1,False
ENSG00000102078,SLC25A14,False
ENSG00000102081,FMR1,False
ENSG00000102096,PIM2,False
ENSG00000102098,SCML2,False
ENSG00000102100,SLC35A2,False
ENSG00000102103,PQBP1,False
ENSG00000102109,PCSK1N,False
ENSG00000102119,EMD,False
ENSG00000102128,RAB40AL,False
ENSG00000102144,PGK1,False
ENSG00000102145,GATA1,False
ENSG00000102158,MAGT1,False
ENSG00000102172,SMS,False
ENSG00000102174,PHEX,False
ENSG00000102178,UBL4A,False
ENSG00000102181,CD99L2,False
ENSG00000102189,EEA1,False
ENSG00000102218,RP2,False
ENSG00000102221,JADE3,False
ENSG00000102225,CDK16,False
ENSG00000102226,USP11,False
ENSG00000102230,PCYT1B,False
ENSG00000102239,BRS3,False
ENSG00000102241,HTATSF1,False
ENSG00000102243,VGLL1,False
ENSG00000102245,CD40LG,False
ENSG00000102265,TIMP1,False
ENSG00000102271,KLHL4,False
ENSG00000102287,GABRE,False
ENSG00000102290,PCDH11X,False
ENSG00000102302,FGD1,False
ENSG00000102309,PIN4,False
ENSG00000102312,PORCN,False
ENSG00000102316,MAGED2,False
ENSG00000102317,RBM3,False
ENSG00000102349,KLF8,False
ENSG00000102359,SRPX2,False
ENSG00000102362,SYTL4,False
ENSG00000102383,ZDHHC15,False
ENSG00000102384,CENPI,False
ENSG00000102385,DRP2,False
ENSG00000102387,TAF7L,False
ENSG00000102390,PBDC1,False
ENSG00000102393,GLA,False
ENSG00000102401,ARMCX3,False
ENSG00000102409,BEX4,False
ENSG00000102445,KIAA0226L,False
ENSG00000102452,NALCN,False
ENSG00000102466,FGF14,False
ENSG00000102468,HTR2A,False
ENSG00000102471,NDFIP2,False
ENSG00000102524,TNFSF13B,False
ENSG00000102531,FNDC3A,False
ENSG00000102543,CDADC1,False
ENSG00000102547,CAB39L,False
ENSG00000102554,KLF5,False
ENSG00000102572,STK24,False
ENSG00000102575,ACP5,False
ENSG00000102580,DNAJC3,False
ENSG00000102595,UGGT2,False
ENSG00000102606,ARHGEF7,False
ENSG00000102678,FGF9,False
ENSG00000102683,SGCG,False
ENSG00000102699,PARP4,False
ENSG00000102710,SUPT20H,False
ENSG00000102738,MRPS31,True
ENSG00000102743,SLC25A15,False
ENSG00000102753,KPNA3,False
ENSG00000102755,FLT1,False
ENSG00000102760,RGCC,False
ENSG00000102763,VWA8,False
ENSG00000102780,DGKH,False
ENSG00000102781,KATNAL1,False
ENSG00000102786,INTS6,False
ENSG00000102796,DHRS12,False
ENSG00000102802,MEDAG,False
ENSG00000102804,TSC22D1,False
ENSG00000102805,CLN5,False
ENSG00000102837,OLFM4,False
ENSG00000102854,MSLN,False
ENSG00000102858,MGRN1,False
ENSG00000102870,ZNF629,False
ENSG00000102871,TRADD,False
ENSG00000102878,HSF4,False
ENSG00000102879,CORO1A,False
ENSG00000102882,MAPK3,False
ENSG00000102886,GDPD3,False
ENSG00000102890,ELMO3,False
ENSG00000102893,PHKB,False
ENSG00000102897,LYRM1,False
ENSG00000102898,NUTF2,False
ENSG00000102900,NUP93,False
ENSG00000102901,CENPT,False
ENSG00000102904,TSNAXIP1,False
ENSG00000102908,NFAT5,False
ENSG00000102910,LONP2,False
ENSG00000102921,N4BP1,False
ENSG00000102924,CBLN1,False
ENSG00000102931,ARL2BP,False
ENSG00000102934,PLLP,False
ENSG00000102935,ZNF423,False
ENSG00000102962,CCL22,False
ENSG00000102967,DHODH,False
ENSG00000102970,CCL17,False
ENSG00000102974,CTCF,False
ENSG00000102977,ACD,False
ENSG00000102978,POLR2C,False
ENSG00000102981,PARD6A,False
ENSG00000102996,MMP15,False
ENSG00000103005,USB1,False
ENSG00000103018,CYB5B,False
ENSG00000103021,CCDC113,False
ENSG00000103023,PRSS54,False
ENSG00000103024,NME3,False
ENSG00000103034,NDRG4,False
ENSG00000103035,PSMD7,False
ENSG00000103042,SLC38A7,False
ENSG00000103043,VAC14,False
ENSG00000103044,HAS3,False
ENSG00000103047,TANGO6,False
ENSG00000103051,COG4,False
ENSG00000103056,SMPD3,False
ENSG00000103061,SLC7A6OS,False
ENSG00000103064,SLC7A6,False
ENSG00000103066,PLA2G15,False
ENSG00000103067,ESRP2,False
ENSG00000103089,FA2H,False
ENSG00000103091,WDR59,False
ENSG00000103111,MON1B,False
ENSG00000103121,CMC2,False
ENSG00000103126,AXIN1,False
ENSG00000103145,HCFC1R1,False
ENSG00000103148,NPRL3,False
ENSG00000103150,MLYCD,False
ENSG00000103152,MPG,False
ENSG00000103154,NECAB2,False
ENSG00000103160,HSDL1,False
ENSG00000103168,TAF1C,False
ENSG00000103174,NAGPA,False
ENSG00000103175,WFDC1,False
ENSG00000103184,SEC14L5,False
ENSG00000103187,COTL1,False
ENSG00000103194,USP10,False
ENSG00000103196,CRISPLD2,False
ENSG00000103197,TSC2,False
ENSG00000103199,ZNF500,False
ENSG00000103202,NME4,False
ENSG00000103222,ABCC1,False
ENSG00000103226,NOMO3,False
ENSG00000103227,LMF1,False
ENSG00000103241,FOXF1,False
ENSG00000103245,NARFL,False
ENSG00000103248,MTHFSD,False
ENSG00000103249,CLCN7,False
ENSG00000103253,HAGHL,False
ENSG00000103254,FAM173A,False
ENSG00000103257,SLC7A5,False
ENSG00000103260,METRN,False
ENSG00000103264,FBXO31,False
ENSG00000103266,STUB1,False
ENSG00000103269,RHBDL1,False
ENSG00000103274,NUBP1,False
ENSG00000103275,UBE2I,False
ENSG00000103313,MEFV,False
ENSG00000103316,CRYM,False
ENSG00000103319,EEF2K,False
ENSG00000103326,CAPN15,False
ENSG00000103335,PIEZO1,False
ENSG00000103342,GSPT1,False
ENSG00000103343,ZNF174,False
ENSG00000103351,CLUAP1,False
ENSG00000103353,UBFD1,False
ENSG00000103355,PRSS33,False
ENSG00000103356,EARS2,False
ENSG00000103363,TCEB2,False
ENSG00000103365,GGA2,False
ENSG00000103381,CPPED1,False
ENSG00000103404,USP31,False
ENSG00000103415,HMOX2,False
ENSG00000103423,DNAJA3,False
ENSG00000103429,BFAR,False
ENSG00000103449,SALL1,False
ENSG00000103460,TOX3,False
ENSG00000103479,RBL2,False
ENSG00000103485,QPRT,False
ENSG00000103489,XYLT1,False
ENSG00000103490,PYCARD,False
ENSG00000103494,RPGRIP1L,False
ENSG00000103495,MAZ,False
ENSG00000103496,STX4,False
ENSG00000103502,CDIPT,False
ENSG00000103507,BCKDK,False
ENSG00000103510,KAT8,False
ENSG00000103512,NOMO1,False
ENSG00000103522,IL21R,False
ENSG00000103528,SYT17,False
ENSG00000103534,TMC5,False
ENSG00000103540,CCP110,False
ENSG00000103544,C16orf62,False
ENSG00000103546,SLC6A2,False
ENSG00000103549,RNF40,False
ENSG00000103550,KNOP1,False
ENSG00000103569,AQP9,False
ENSG00000103591,AAGAB,False
ENSG00000103599,IQCH,False
ENSG00000103642,LACTB,False
ENSG00000103647,CORO2B,False
ENSG00000103653,CSK,False
ENSG00000103657,HERC1,False
ENSG00000103671,TRIP4,False
ENSG00000103707,MTFMT,False
ENSG00000103710,RASL12,False
ENSG00000103723,AP3B2,False
ENSG00000103740,ACSBG1,False
ENSG00000103742,IGDCC4,False
ENSG00000103769,RAB11A,False
ENSG00000103811,CTSH,False
ENSG00000103852,TTC23,False
ENSG00000103855,CD276,False
ENSG00000103876,FAH,False
ENSG00000103888,CEMIP,False
ENSG00000103932,RPAP1,False
ENSG00000103942,HOMER2,False
ENSG00000103966,EHD4,False
ENSG00000103978,TMEM87A,False
ENSG00000103994,ZNF106,False
ENSG00000103995,CEP152,False
ENSG00000104043,ATP8B4,False
ENSG00000104044,OCA2,False
ENSG00000104047,DTWD1,False
ENSG00000104059,FAM189A1,False
ENSG00000104064,GABPB1,False
ENSG00000104067,TJP1,False
ENSG00000104081,BMF,False
ENSG00000104093,DMXL2,False
ENSG00000104112,SCG3,False
ENSG00000104129,DNAJC17,False
ENSG00000104131,EIF3J,False
ENSG00000104133,SPG11,False
ENSG00000104140,RHOV,False
ENSG00000104142,VPS18,False
ENSG00000104147,OIP5,False
ENSG00000104154,SLC30A4,False
ENSG00000104164,BLOC1S6,False
ENSG00000104177,MYEF2,False
ENSG00000104205,SGK3,False
ENSG00000104213,PDGFRL,False
ENSG00000104218,CSPP1,False
ENSG00000104219,ZDHHC2,False
ENSG00000104221,BRF2,False
ENSG00000104228,TRIM35,False
ENSG00000104231,ZFAND1,False
ENSG00000104267,CA2,False
ENSG00000104290,FZD3,False
ENSG00000104299,INTS9,False
ENSG00000104312,RIPK2,False
ENSG00000104313,EYA1,False
ENSG00000104320,NBN,False
ENSG00000104321,TRPA1,False
ENSG00000104324,CPQ,False
ENSG00000104325,DECR1,False
ENSG00000104327,CALB1,False
ENSG00000104331,IMPAD1,False
ENSG00000104332,SFRP1,False
ENSG00000104341,LAPTM4B,False
ENSG00000104343,UBE2W,False
ENSG00000104356,POP1,False
ENSG00000104361,NIPAL2,False
ENSG00000104365,IKBKB,False
ENSG00000104368,PLAT,False
ENSG00000104369,JPH1,False
ENSG00000104375,STK3,False
ENSG00000104381,GDAP1,False
ENSG00000104388,RAB2A,False
ENSG00000104408,EIF3E,False
ENSG00000104412,EMC2,False
ENSG00000104413,ESRP1,False
ENSG00000104415,WISP1,False
ENSG00000104419,NDRG1,False
ENSG00000104427,ZC2HC1A,False
ENSG00000104432,IL7,False
ENSG00000104435,STMN2,False
ENSG00000104442,ARMC1,False
ENSG00000104447,TRPS1,False
ENSG00000104450,SPAG1,False
ENSG00000104472,CHRAC1,False
ENSG00000104490,NCALD,False
ENSG00000104497,SNX16,False
ENSG00000104499,GML,False
ENSG00000104517,UBR5,False
ENSG00000104518,GSDMD,False
ENSG00000104522,TSTA3,False
ENSG00000104524,PYCRL,False
ENSG00000104529,EEF1D,False
ENSG00000104537,ANXA13,False
ENSG00000104549,SQLE,False
ENSG00000104611,SH2D4A,False
ENSG00000104613,INTS10,False
ENSG00000104626,ERI1,False
ENSG00000104635,SLC39A14,False
ENSG00000104643,MTMR9,False
ENSG00000104660,LEPROTL1,False
ENSG00000104671,DCTN6,False
ENSG00000104679,R3HCC1,False
ENSG00000104687,GSR,False
ENSG00000104689,TNFRSF10A,False
ENSG00000104691,UBXN8,False
ENSG00000104695,PPP2CB,False
ENSG00000104714,ERICH1,False
ENSG00000104722,NEFM,False
ENSG00000104723,TUSC3,False
ENSG00000104728,ARHGEF10,False
ENSG00000104731,KLHDC4,False
ENSG00000104738,MCM4,False
ENSG00000104755,ADAM2,False
ENSG00000104756,KCTD9,False
ENSG00000104760,FGL1,False
ENSG00000104763,ASAH1,False
ENSG00000104765,BNIP3L,False
ENSG00000104774,MAN2B1,False
ENSG00000104783,KCNN4,False
ENSG00000104804,TULP2,False
ENSG00000104805,NUCB1,False
ENSG00000104808,DHDH,False
ENSG00000104812,GYS1,False
ENSG00000104814,MAP4K1,False
ENSG00000104823,ECH1,False
ENSG00000104824,HNRNPL,False
ENSG00000104825,NFKBIB,False
ENSG00000104833,TUBB4A,False
ENSG00000104835,SARS2,False
ENSG00000104848,KCNA7,False
ENSG00000104852,SNRNP70,False
ENSG00000104853,CLPTM1,False
ENSG00000104856,RELB,False
ENSG00000104859,CLASRP,False
ENSG00000104863,LIN7B,False
ENSG00000104866,PPP1R37,False
ENSG00000104870,FCGRT,False
ENSG00000104872,PIH1D1,False
ENSG00000104879,CKM,False
ENSG00000104880,ARHGEF18,False
ENSG00000104881,PPP1R13L,False
ENSG00000104883,PEX11G,False
ENSG00000104884,ERCC2,False
ENSG00000104885,DOT1L,False
ENSG00000104886,PLEKHJ1,False
ENSG00000104888,SLC17A7,False
ENSG00000104889,RNASEH2A,False
ENSG00000104892,KLC3,False
ENSG00000104894,CD37,False
ENSG00000104897,SF3A2,False
ENSG00000104899,AMH,False
ENSG00000104901,DKKL1,False
ENSG00000104903,LYL1,False
ENSG00000104904,OAZ1,False
ENSG00000104907,TRMT1,False
ENSG00000104915,STX10,False
ENSG00000104918,RETN,False
ENSG00000104921,FCER2,False
ENSG00000104936,DMPK,False
ENSG00000104938,CLEC4M,False
ENSG00000104941,RSPH6A,False
ENSG00000104946,TBC1D17,False
ENSG00000104951,IL4I1,False
ENSG00000104953,TLE6,False
ENSG00000104957,CCDC130,False
ENSG00000104960,PTOV1,False
ENSG00000104964,AES,False
ENSG00000104967,NOVA2,False
ENSG00000104969,SGTA,False
ENSG00000104972,LILRB1,False
ENSG00000104973,MED25,False
ENSG00000104974,LILRA1,False
ENSG00000104976,SNAPC2,False
ENSG00000104979,C19orf53,False
ENSG00000104980,TIMM44,False
ENSG00000104983,CCDC61,False
ENSG00000104998,IL27RA,False
ENSG00000105011,ASF1B,False
ENSG00000105048,TNNT1,False
ENSG00000105053,VRK3,False
ENSG00000105058,FAM32A,False
ENSG00000105063,PPP6R1,False
ENSG00000105085,MED26,False
ENSG00000105088,OLFM2,False
ENSG00000105122,RASAL3,False
ENSG00000105127,AKAP8,False
ENSG00000105131,EPHX3,False
ENSG00000105135,ILVBL,False
ENSG00000105136,ZNF419,False
ENSG00000105137,SYDE1,False
ENSG00000105141,CASP14,False
ENSG00000105143,SLC1A6,False
ENSG00000105146,AURKC,False
ENSG00000105171,POP4,False
ENSG00000105173,CCNE1,False
ENSG00000105176,URI1,False
ENSG00000105185,PDCD5,False
ENSG00000105186,ANKRD27,False
ENSG00000105193,RPS16,True
ENSG00000105197,TIMM50,False
ENSG00000105202,FBL,False
ENSG00000105204,DYRK1B,False
ENSG00000105205,CLC,False
ENSG00000105219,CNTD2,False
ENSG00000105220,GPI,False
ENSG00000105221,AKT2,False
ENSG00000105223,PLD3,False
ENSG00000105227,PRX,False
ENSG00000105229,PIAS4,False
ENSG00000105245,NUMBL,False
ENSG00000105246,EBI3,False
ENSG00000105248,CCDC94,False
ENSG00000105251,SHD,False
ENSG00000105254,TBCB,False
ENSG00000105255,FSD1,False
ENSG00000105258,POLR2I,False
ENSG00000105270,CLIP3,False
ENSG00000105278,ZFR2,False
ENSG00000105281,SLC1A5,False
ENSG00000105287,PRKD2,False
ENSG00000105289,TJP3,False
ENSG00000105290,APLP1,False
ENSG00000105298,CACTIN,False
ENSG00000105321,CCDC9,False
ENSG00000105323,HNRNPUL1,False
ENSG00000105325,FZR1,False
ENSG00000105327,BBC3,False
ENSG00000105329,TGFB1,False
ENSG00000105339,DENND3,False
ENSG00000105341,ATP5SL,False
ENSG00000105352,CEACAM4,False
ENSG00000105355,PLIN3,False
ENSG00000105357,MYH14,False
ENSG00000105364,MRPL4,True
ENSG00000105366,SIGLEC8,False
ENSG00000105369,CD79A,False
ENSG00000105370,LIM2,False
ENSG00000105372,RPS19,True
ENSG00000105373,GLTSCR2,False
ENSG00000105374,NKG7,False
ENSG00000105376,ICAM5,False
ENSG00000105379,ETFB,False
ENSG00000105383,CD33,False
ENSG00000105388,CEACAM5,False
ENSG00000105393,BABAM1,False
ENSG00000105397,TYK2,False
ENSG00000105398,SULT2A1,False
ENSG00000105401,CDC37,False
ENSG00000105402,NAPA,False
ENSG00000105404,RABAC1,False
ENSG00000105409,ATP1A3,False
ENSG00000105419,MEIS3,False
ENSG00000105426,PTPRS,False
ENSG00000105427,CNFN,False
ENSG00000105428,ZNRF4,False
ENSG00000105429,MEGF8,False
ENSG00000105438,KDELR1,False
ENSG00000105443,CYTH2,False
